collision_index,casualty_reference,casualty_class,casualty_severity,sex_of_casualty,age_band_of_casualty
1136,1,1,3,1,5
1137,1,3,3,2,9
1138,1,3,2,1,10
1139,1,1,3,1,9
1140,1,1,3,2,9
1141,1,1,2,1,9
1142,1,3,2,2,5
1143,1,3,2,1,8
1144,1,3,3,1,3
1145,1,1,3,1,7
1146,1,1,2,2,6
1147,1,3,3,2,7
1148,1,3,3,1,3
1149,1,1,3,1,7
1150,1,3,2,1,11
1151,1,1,3,1,6
1152,1,1,3,1,8
1153,1,1,2,1,5
1154,1,1,3,1,6
1155,1,1,3,1,7
1156,1,1,3,1,6
1157,1,1,3,2,8
1158,1,3,3,2,8
1159,1,3,3,2,3
1160,1,2,3,1,10
1161,1,3,3,1,11
1162,1,1,3,1,6
1163,1,2,3,2,7
1164,1,1,3,1,7
1165,1,1,3,1,5
1166,1,2,3,1,8
1167,2,2,3,1,7
1168,1,1,3,1,6
1169,1,1,3,2,8
1170,2,2,3,2,7
1171,1,1,3,2,7
1172,1,3,3,2,-1
1173,1,1,3,1,9
1174,1,3,3,1,10
1175,1,2,3,2,9
1176,1,1,3,1,7
1177,1,1,3,1,5
1178,1,3,3,1,9
1179,1,3,2,2,3
1180,2,3,3,1,2
1181,1,1,3,2,8
1182,1,3,2,1,8
1183,1,1,3,1,6
1184,2,2,3,1,6
1185,1,2,2,2,7
1186,2,2,3,1,7
1187,3,2,3,1,9
1188,4,2,3,2,10
1189,5,1,3,2,7
1190,6,2,3,1,7
1191,1,1,3,2,5
1192,1,1,3,1,8
1193,1,1,3,1,7
1194,2,1,3,2,5
1195,1,1,3,1,6
1196,2,2,3,-1,-1
1197,1,1,3,1,6
1198,1,1,3,1,6
1199,2,2,3,-1,-1
1200,1,1,3,1,7
1201,2,2,3,1,-1
1202,1,2,3,1,7
1203,2,2,3,1,7
1204,1,1,3,1,9
1205,1,1,3,1,6
1206,1,2,3,1,6
1207,1,1,3,2,7
1208,1,1,2,1,10
1209,1,3,3,2,5
1210,1,1,3,1,6
1211,1,3,3,1,8
1212,1,1,3,1,7
1213,1,1,3,1,6
1214,1,1,3,1,5
1215,1,1,3,1,7
1216,1,1,3,2,4
1217,1,1,3,1,7
1218,1,1,3,1,8
1219,1,1,3,2,6
1220,1,1,3,1,5
1221,1,1,3,1,9
1222,1,1,3,1,6
1223,1,1,3,2,8
1224,1,1,3,2,9
1225,1,2,3,2,8
1226,1,1,3,1,6
1227,1,1,2,1,6
1228,1,3,3,2,7
1229,1,1,3,-1,-1
1230,1,1,3,2,8
1231,1,1,3,2,11
1232,1,1,3,2,7
1233,1,1,3,1,7
1234,1,1,3,2,7
1235,1,3,3,2,10
1236,1,1,3,1,4
1237,2,2,3,-1,-1
1238,3,2,3,-1,-1
1239,4,2,3,-1,5
1240,1,1,3,2,11
1241,1,1,3,2,6
1242,2,2,3,-1,-1
1243,1,3,2,2,4
1244,1,1,3,2,8
1245,1,3,3,2,6
1246,1,2,3,2,7
1247,1,1,3,-1,-1
1248,1,1,2,1,5
1249,1,1,3,2,6
1250,2,2,3,-1,-1
1251,1,1,2,1,6
1252,1,3,2,1,5
1253,1,1,3,1,4
1254,2,2,3,2,5
1255,1,1,2,1,5
1256,1,1,3,1,7
1257,1,1,3,2,8
1258,1,3,2,1,10
1259,1,1,3,1,4
1260,1,1,3,1,10
1261,1,1,3,2,6
1262,1,3,3,2,8
1263,1,1,3,1,6
1264,1,1,3,2,7
1265,1,1,3,2,6
1266,1,1,3,1,4
1267,1,3,3,2,5
1268,1,1,3,2,7
1269,2,1,3,1,7
1270,1,1,3,1,7
1271,1,1,2,1,6
1272,1,1,3,1,7
1273,1,1,3,1,6
1274,1,1,3,1,7
1275,1,1,3,1,6
1276,1,2,3,2,6
1277,2,2,3,1,1
1278,1,1,3,1,4
1279,1,1,3,1,5
1280,1,3,2,2,6
1281,1,3,1,1,9
1282,1,2,3,-1,-1
1283,2,2,3,-1,-1
1284,1,1,3,1,10
1285,1,1,3,1,6
1286,1,1,2,1,8
1287,1,1,2,1,4
1288,1,1,3,1,7
1289,1,3,3,2,8
1290,1,1,3,1,3
1291,1,3,3,1,9
1292,1,3,3,2,6
1293,1,1,2,1,6
1294,1,1,3,1,6
1295,1,1,3,1,7
1296,1,1,3,1,9
1297,1,1,2,1,-1
1298,1,3,3,1,2
1299,1,3,2,2,5
1300,2,3,3,1,7
1301,1,2,3,2,8
1302,1,3,2,2,10
1303,1,1,2,1,9
1304,1,3,3,2,10
1305,1,3,3,1,3
1306,1,1,3,2,5
1307,1,1,2,1,9
1308,1,3,3,1,5
1309,1,1,3,1,9
1310,1,1,3,-1,7
1311,1,3,3,2,10
1312,1,3,2,1,3
1313,1,2,3,-1,5
1314,1,1,3,2,9
1315,1,1,3,2,6
1316,1,3,3,2,5
1317,1,1,3,2,5
1318,1,3,3,2,4
1319,1,1,3,2,6
1320,1,1,3,1,5
1321,1,3,3,2,4
1322,1,1,3,1,7
1323,1,1,3,1,6
1324,1,3,2,2,3
1325,1,1,3,1,7
1326,2,2,3,-1,-1
1327,3,2,3,-1,-1
1328,1,3,2,2,6
1329,1,2,3,2,7
1330,1,3,3,1,2
1331,1,3,3,2,9
1332,1,1,2,1,6
1333,1,1,3,2,8
1334,1,3,2,2,7
1335,1,1,3,1,9
1336,2,1,3,1,7
1337,1,1,2,1,7
1338,1,1,3,2,6
1339,1,3,3,2,7
1340,1,1,3,1,6
1341,1,3,2,1,2
1342,1,1,3,1,9
1343,2,2,3,2,-1
1344,3,1,3,2,7
1345,1,1,3,2,7
1346,1,1,3,1,4
1347,1,3,3,1,8
1348,1,1,3,2,8
1349,1,1,3,2,6
1350,1,1,3,2,5
1351,1,1,3,2,7
1352,2,1,3,1,6
1353,1,1,3,1,11
1354,1,1,3,1,6
1355,1,1,3,1,6
1356,1,1,3,1,6
1357,1,1,3,1,8
1358,1,1,2,1,7
1359,1,3,2,1,11
1360,1,1,3,1,6
1361,1,3,3,1,7
1362,1,1,3,1,8
1363,2,2,3,1,3
1364,3,2,2,2,3
1365,1,3,3,2,7
1366,1,3,3,2,6
1367,1,2,3,2,4
1368,1,3,3,2,7
1369,1,1,2,1,7
1370,1,1,3,1,6
1371,1,1,3,2,6
1372,1,1,3,2,7
1373,1,3,3,1,5
1374,1,1,3,1,6
1375,1,1,3,1,4
1376,1,1,3,2,6
1377,2,1,3,1,6
1378,1,3,3,2,4
1379,1,1,3,1,6
1380,2,1,3,1,7
1381,1,1,3,2,6
1382,1,3,3,2,5
1383,1,1,3,1,6
1384,1,1,2,1,8
1385,1,3,3,1,7
1386,1,1,3,1,4
1387,1,1,3,1,7
1388,1,1,3,1,6
1389,1,1,3,1,8
1390,1,1,3,2,7
1391,1,3,2,1,4
1392,1,1,3,-1,6
1393,1,1,3,2,-1
1394,1,1,3,2,6
1395,1,1,3,1,6
1396,1,1,3,2,9
1397,1,1,3,2,6
1398,1,1,3,1,7
1399,1,1,3,1,7
1400,1,3,2,2,7
1401,1,1,3,1,5
1402,1,3,3,2,7
1403,1,3,3,2,6
1404,1,1,3,2,10
1405,2,2,3,2,8
1406,1,3,3,1,6
1407,1,1,3,2,7
1408,1,1,3,2,8
1409,1,1,3,1,7
1410,1,1,3,2,7
1411,1,1,3,1,6
1412,1,3,3,2,10
1413,1,1,2,1,6
1414,1,1,3,1,6
1415,1,1,3,1,4
1416,1,1,3,1,6
1417,2,2,3,-1,-1
1418,3,2,3,-1,-1
1419,1,3,3,2,7
1420,1,1,3,2,6
1421,1,3,3,2,11
1422,1,1,3,1,7
1423,1,1,3,1,6
1424,1,1,3,1,7
1425,2,1,3,1,7
1426,1,1,2,2,10
1427,1,1,3,2,8
1428,1,1,3,1,6
1429,1,1,3,1,8
1430,1,1,3,1,6
1431,1,1,2,1,8
1432,1,3,3,2,5
1433,1,1,3,1,7
1434,1,1,3,1,6
1435,1,3,3,1,6
1436,1,3,2,1,5
1437,1,1,3,2,8
1438,1,1,3,1,6
1439,1,3,3,2,-1
1440,1,1,3,1,6
1441,1,2,3,2,7
1442,1,3,3,2,4
1443,1,1,3,1,4
1444,1,1,3,2,6
1445,1,1,3,1,7
1446,1,1,3,-1,6
1447,1,1,3,1,6
1448,1,1,3,1,11
1449,2,2,3,2,11
1450,1,1,3,-1,6
1451,1,1,3,1,8
1452,1,1,2,1,6
1453,1,1,3,2,11
1454,1,3,3,2,8
1455,1,1,2,1,9
1456,1,1,3,1,3
1457,1,1,3,1,6
1458,1,1,3,1,5
1459,1,1,3,1,6
1460,1,1,3,1,6
1461,1,3,3,1,5
1462,1,3,2,1,9
1463,1,3,3,1,3
1464,1,1,3,2,10
1465,1,1,3,1,5
1466,1,1,3,1,5
1467,2,1,2,1,5
1468,1,3,3,2,3
1469,1,1,3,1,6
1470,1,3,3,1,9
1471,1,3,3,2,5
1472,1,1,3,1,5
1473,1,1,3,2,7
1474,1,1,3,2,7
1475,1,1,3,1,6
1476,1,1,3,2,5
1477,1,1,3,2,6
1478,1,1,2,1,9
1479,1,1,3,1,6
1480,1,3,3,1,7
1481,1,1,3,1,9
1482,2,1,3,1,9
1483,1,1,3,1,8
1484,1,1,3,1,5
1485,2,1,3,2,9
1486,1,1,2,1,5
1487,1,1,3,1,7
1488,1,1,3,2,5
1489,2,2,3,2,5
1490,1,1,3,1,4
1491,1,2,3,1,4
1492,2,2,2,1,4
1493,1,3,3,2,7
1494,1,3,2,2,4
1495,2,3,3,2,5
1496,1,1,3,1,6
1497,1,3,3,2,6
1498,1,1,3,1,6
1499,1,1,3,1,7
1500,1,1,2,1,7
1501,1,1,3,1,7
1502,1,3,3,1,7
1503,1,1,3,1,7
1504,1,2,3,1,5
1505,1,1,3,1,7
1506,1,1,3,1,6
1507,1,1,2,1,6
1508,1,1,3,1,6
1509,1,1,3,2,5
1510,1,2,3,-1,-1
1511,1,3,3,2,7
1512,1,3,2,1,6
1513,1,1,3,1,7
1514,1,3,2,1,8
1515,1,3,3,2,6
1516,1,1,3,-1,8
1517,1,1,3,-1,6
1518,1,1,3,1,6
1519,1,3,2,2,4
1520,1,1,3,1,7
1521,1,1,3,1,5
1522,1,3,1,2,9
1523,1,3,2,2,8
1524,1,1,3,1,6
1525,1,1,3,1,-1
1526,1,1,3,-1,7
1527,1,1,3,1,7
1528,2,2,3,1,7
1529,3,1,3,2,7
1530,1,3,3,1,5
1531,1,1,3,1,5
1532,2,2,3,1,4
1533,1,1,2,1,7
1534,1,1,2,1,7
1535,1,1,3,-1,7
1536,1,1,3,1,6
1537,1,1,3,1,-1
1538,1,1,2,1,5
1539,1,3,3,1,10
1540,1,1,3,2,5
1541,1,1,3,1,6
1542,1,1,3,1,7
1543,1,2,3,2,-1
1544,1,2,3,2,8
1545,2,2,3,2,9
1546,3,1,3,1,9
1547,1,1,3,1,8
1548,1,3,3,2,7
1549,1,3,3,2,5
1550,1,1,3,1,5
1551,1,1,3,1,8
1552,1,1,3,1,8
1553,1,3,3,2,7
1554,1,1,3,2,7
1555,1,3,3,1,7
1556,1,1,3,2,6
1557,1,3,3,2,5
1558,1,1,3,-1,6
1559,1,1,3,1,6
1560,1,1,2,1,9
1561,1,1,2,2,6
1562,2,2,3,1,3
1563,3,1,3,2,7
1564,4,2,3,1,4
1565,1,1,3,1,6
1566,1,1,3,1,6
1567,1,2,3,2,7
1568,1,1,3,1,7
1569,1,1,3,1,6
1570,1,1,3,1,7
1571,1,1,3,1,9
1572,1,3,2,2,10
1573,1,1,3,2,6
1574,2,2,3,-1,6
1575,3,2,3,-1,1
1576,1,1,3,1,4
1577,1,3,2,2,8
1578,1,1,2,1,6
1579,1,1,3,1,8
1580,1,1,3,1,9
1581,1,3,2,1,8
1582,1,1,3,1,6
1583,1,1,3,1,6
1584,1,1,3,1,6
1585,2,1,2,1,6
1586,1,1,3,1,9
1587,2,2,3,2,9
1588,1,2,3,1,1
1589,1,3,3,1,3
1590,1,2,3,2,2
1591,2,2,3,1,2
1592,1,1,1,1,5
1593,1,3,2,1,8
1594,1,1,2,2,6
1595,1,1,3,1,6
1596,1,3,2,1,3
1597,1,1,3,1,10
1598,1,1,3,1,4
1599,1,3,2,2,3
1600,1,1,3,2,6
1601,1,2,3,1,11
1602,1,3,2,1,9
1603,1,1,3,1,8
1604,1,1,3,1,5
1605,1,1,3,1,5
1606,1,1,3,1,8
1607,1,3,3,2,6
1608,1,1,3,1,6
1609,1,1,3,1,6
1610,1,1,2,1,5
1611,1,1,3,1,7
1612,1,1,3,2,7
1613,1,1,3,2,6
1614,2,2,3,-1,-1
1615,3,2,3,-1,-1
1616,1,3,3,1,5
1617,1,1,3,2,8
1618,1,1,3,1,8
1619,1,1,3,1,6
1620,1,3,3,2,5
1621,1,1,3,1,8
1622,1,1,3,1,4
1623,1,1,2,1,6
1624,2,1,3,2,5
1625,1,1,3,1,6
1626,1,1,3,1,7
1627,1,3,2,1,3
1628,1,1,3,1,6
1629,1,3,3,2,9
1630,1,1,3,1,4
1631,1,1,3,2,4
1632,1,1,3,1,6
1633,1,1,3,1,6
1634,1,1,3,1,6
1635,1,2,3,1,6
1636,2,2,3,1,6
1637,1,3,2,2,6
1638,2,3,2,2,6
1639,3,3,2,2,6
1640,4,3,3,1,6
1641,1,1,3,2,6
1642,2,2,3,2,9
1643,1,1,3,1,8
1644,1,3,2,1,7
1645,2,3,3,1,4
1646,1,1,3,1,6
1647,2,2,3,2,5
1648,1,1,3,2,8
1649,1,3,3,-1,-1
1650,1,1,3,1,6
1651,1,1,3,1,4
1652,1,1,3,1,7
1653,1,1,3,-1,5
1654,1,1,3,1,7
1655,1,1,3,2,5
1656,1,1,3,1,6
1657,1,3,3,2,4
1658,1,1,3,2,8
1659,2,1,3,1,6
1660,3,2,3,1,-1
1661,1,2,3,2,4
1662,1,1,2,2,7
1663,1,2,3,2,2
1664,1,1,3,1,3
1665,2,3,3,1,7
1666,1,1,3,1,7
1667,1,3,2,2,4
1668,1,3,2,2,5
1669,1,1,3,1,6
1670,1,1,3,1,7
1671,1,1,3,1,6
1672,2,1,3,2,10
1673,1,3,3,2,7
1674,1,1,3,1,7
1675,2,1,3,1,6
1676,1,1,3,2,5
1677,1,1,3,2,6
1678,1,1,3,1,5
1679,1,1,3,1,8
1680,1,1,3,1,6
1681,1,2,3,1,6
1682,2,3,3,2,6
1683,3,2,3,2,6
1684,4,3,3,2,4
1685,5,3,3,1,4
1686,6,3,3,1,4
1687,1,1,3,1,5
1688,2,1,1,1,6
1689,1,1,3,2,6
1690,1,1,3,1,7
1691,1,2,3,1,5
1692,1,1,3,1,5
1693,1,1,3,1,6
1694,1,1,3,1,8
1695,1,1,3,1,6
1696,1,1,3,1,7
1697,1,1,3,1,5
1698,1,3,3,2,2
1699,1,1,3,1,8
1700,2,3,3,1,6
1701,1,1,2,2,8
1702,2,3,1,2,9
1703,3,2,3,1,7
1704,1,1,3,2,7
1705,1,1,3,1,6
1706,1,1,3,-1,6
1707,1,1,3,1,6
1708,1,1,3,2,11
1709,1,1,2,2,9
1710,1,1,3,1,9
1711,1,1,3,1,5
1712,1,3,3,2,8
1713,1,1,3,1,5
1714,1,3,3,2,3
1715,1,1,3,1,8
1716,1,1,3,1,7
1717,1,1,3,1,6
1718,1,1,3,1,5
1719,1,3,3,1,6
1720,1,1,3,1,6
1721,2,2,2,2,-1
1722,1,1,3,1,8
1723,1,1,2,1,6
1724,1,1,3,1,4
1725,1,1,3,1,6
1726,1,1,3,2,8
1727,1,3,2,1,9
1728,1,1,3,1,6
1729,1,1,3,1,7
1730,1,1,3,2,7
1731,1,1,3,1,5
1732,2,2,3,2,4
1733,1,1,3,1,9
1734,1,1,3,1,6
1735,1,1,3,2,5
1736,1,1,3,2,7
1737,1,1,3,1,9
1738,2,2,2,1,9
1739,3,2,3,1,7
1740,4,2,2,1,8
1741,5,2,3,1,7
1742,1,2,2,2,4
1743,2,2,3,1,5
1744,1,1,3,2,6
1745,1,1,3,1,4
1746,1,1,3,1,5
1747,1,1,3,1,6
1748,1,1,3,1,6
1749,2,1,3,1,6
1750,1,1,3,2,7
1751,1,1,2,2,6
1752,1,1,3,1,4
1753,1,1,3,1,8
1754,1,1,2,2,7
1755,1,1,2,2,10
1756,1,1,3,1,-1
1757,1,1,3,1,9
1758,1,1,3,1,6
1759,1,1,3,1,5
1760,1,1,3,1,6
1761,1,1,3,1,7
1762,1,3,3,1,4
1763,1,1,3,1,6
1764,1,3,3,2,9
1765,1,1,3,2,6
1766,1,1,3,2,6
1767,1,3,3,1,6
1768,1,1,3,1,5
1769,1,1,3,1,7
1770,1,3,3,1,5
1771,1,3,3,2,-1
1772,1,1,3,1,6
1773,1,3,3,1,3
1774,1,1,3,1,7
1775,1,1,3,-1,6
1776,1,1,3,1,8
1777,1,3,3,1,5
1778,1,1,3,2,9
1779,1,3,3,2,4
1780,1,1,3,2,6
1781,2,2,3,-1,-1
1782,3,2,3,-1,-1
1783,1,1,3,2,6
1784,1,1,3,1,5
1785,1,3,3,1,4
1786,1,2,3,1,3
1787,1,1,3,2,6
1788,1,1,2,1,4
1789,1,1,2,1,9
1790,2,1,3,2,8
1791,1,1,3,2,5
1792,1,3,3,2,2
1793,1,3,2,1,3
1794,1,3,3,1,5
1795,1,3,3,1,4
1796,1,3,3,2,3
1797,1,1,3,2,5
1798,1,1,3,1,6
1799,1,1,3,1,6
1800,1,3,3,1,2
1801,1,1,3,1,7
1802,1,1,3,2,6
1803,1,1,3,1,10
1804,1,1,2,1,5
1805,1,1,3,1,7
1806,1,3,3,2,6
1807,1,1,2,1,6
1808,1,1,3,2,4
1809,1,1,2,1,6
1810,1,1,3,1,9
1811,2,1,3,1,6
1812,1,1,3,1,7
1813,1,1,2,1,7
1814,1,1,3,1,6
1815,1,2,3,2,7
1816,2,2,3,2,8
1817,1,3,3,1,9
1818,1,1,3,1,7
1819,1,1,3,1,7
1820,1,1,3,1,7
1821,2,2,3,-1,2
1822,1,3,2,2,8
1823,1,1,2,2,7
1824,1,1,3,1,5
1825,1,1,3,1,7
1826,1,3,3,2,8
1827,1,1,2,1,7
1828,1,1,3,1,7
1829,1,3,3,2,9
1830,1,1,2,1,6
1831,1,3,3,1,4
1832,1,1,3,2,7
1833,1,1,3,1,9
1834,1,1,2,1,8
1835,1,1,3,1,8
1836,1,1,3,1,6
1837,1,1,3,2,6
1838,1,3,2,1,11
1839,1,3,3,1,3
1840,1,1,3,-1,6
1841,1,2,3,2,8
1842,1,3,2,2,10
1843,1,1,3,1,5
1844,2,3,2,1,8
1845,1,3,2,2,7
1846,1,3,3,2,8
1847,1,3,2,2,3
1848,1,1,3,1,6
1849,1,3,3,2,11
1850,1,1,3,2,9
1851,2,3,3,1,3
1852,1,3,3,2,8
1853,1,1,3,1,5
1854,1,3,3,2,7
1855,1,1,2,1,6
1856,1,1,3,1,7
1857,1,3,3,2,3
1858,1,1,3,1,9
1859,1,1,3,1,7
1860,1,3,3,2,7
1861,1,1,3,2,7
1862,1,1,3,1,5
1863,1,1,3,2,4
1864,1,3,3,1,3
1865,1,2,3,1,5
1866,2,1,3,1,9
1867,1,3,3,2,10
1868,1,1,3,1,8
1869,1,1,3,2,6
1870,1,1,3,2,6
1871,1,1,3,2,8
1872,1,1,3,1,7
1873,1,1,3,1,6
1874,1,1,3,1,4
1875,1,3,2,1,6
1876,1,1,3,2,6
1877,1,1,3,1,8
1878,1,3,3,2,7
1879,1,1,3,2,6
1880,1,3,3,1,2
1881,2,3,3,1,2
1882,3,3,3,2,2
1883,1,1,3,1,9
1884,1,1,3,1,6
1885,1,1,3,1,6
1886,1,3,2,1,9
1887,2,3,3,2,2
1888,1,1,3,1,5
1889,1,3,3,2,9
1890,1,3,2,1,2
1891,1,1,3,1,-1
1892,1,1,3,1,9
1893,1,1,2,1,4
1894,1,1,3,1,6
1895,1,1,3,1,8
1896,1,1,3,1,7
1897,1,1,3,2,9
1898,1,3,2,1,11
1899,1,3,3,1,5
1900,1,1,3,1,9
1901,1,3,3,2,9
1902,1,1,3,-1,7
1903,1,1,3,1,11
1904,1,1,2,1,8
1905,1,1,2,1,7
1906,1,1,3,-1,5
1907,1,1,3,1,8
1908,1,1,3,1,5
1909,1,3,3,2,10
1910,1,1,3,1,6
1911,1,1,1,1,11
1912,1,1,3,1,6
1913,1,1,3,2,6
1914,1,1,3,1,7
1915,1,1,3,1,7
1916,1,1,3,1,7
1917,1,2,3,1,6
1918,1,2,3,2,4
1919,1,3,3,1,7
1920,1,1,3,2,6
1921,1,1,3,2,6
1922,1,1,3,1,9
1923,1,1,3,2,5
1924,1,2,2,2,11
1925,1,2,3,2,11
1926,1,3,3,2,6
1927,2,3,2,2,7
1928,1,1,2,1,8
1929,1,3,3,1,4
1930,1,1,3,1,6
1931,1,1,3,1,6
1932,1,3,3,1,11
1933,1,1,2,1,4
1934,1,1,3,1,9
1935,1,1,2,1,6
1936,1,1,3,1,7
1937,1,1,3,1,8
1938,1,1,2,1,6
1939,1,1,3,1,6
1940,1,1,3,1,8
1941,1,1,3,1,6
1942,2,1,3,1,9
1943,1,1,3,1,6
1944,1,2,3,1,8
1945,1,3,3,2,-1
1946,1,1,3,1,6
1947,1,3,3,2,-1
1948,1,1,3,2,7
1949,1,1,3,1,5
1950,1,1,3,-1,6
1951,1,1,2,-1,9
1952,1,1,3,1,7
1953,1,1,3,1,8
1954,1,3,3,1,3
1955,1,1,3,2,7
1956,1,3,3,1,7
1957,1,1,2,2,7
1958,2,1,3,1,6
1959,1,1,2,1,8
1960,1,1,3,2,7
1961,2,2,3,2,3
1962,3,2,3,1,3
1963,4,2,3,1,3
1964,1,1,2,1,8
1965,1,1,3,1,6
1966,1,1,3,2,7
1967,1,3,2,2,11
1968,1,2,3,2,9
1969,1,1,3,1,6
1970,1,2,3,2,6
1971,2,2,3,1,1
1972,1,1,3,1,7
1973,1,3,3,2,8
1974,2,3,3,1,5
1975,1,1,3,1,6
1976,1,3,3,2,3
1977,1,1,3,1,10
1978,1,2,2,2,10
1979,1,1,3,1,4
1980,1,1,3,1,6
1981,1,1,3,1,7
1982,1,1,3,1,6
1983,1,1,3,-1,7
1984,1,1,3,2,6
1985,1,3,2,1,10
1986,1,1,3,2,6
1987,1,1,3,1,6
1988,1,1,3,1,6
1989,2,2,3,-1,-1
1990,1,3,3,1,2
1991,1,1,3,1,5
1992,1,1,3,1,7
1993,1,3,3,2,6
1994,1,1,3,1,6
1995,1,1,3,2,7
1996,1,1,3,1,7
1997,1,1,3,2,6
1998,2,1,3,1,4
1999,1,3,3,1,8
2000,1,1,3,1,9
2001,1,3,3,1,7
2002,1,1,3,1,7
2003,1,1,3,2,4
2004,1,1,3,1,6
2005,1,3,3,2,8
2006,1,1,3,-1,7
2007,1,1,2,1,8
2008,1,1,3,1,7
2009,1,1,3,2,7
2010,1,1,3,1,6
2011,1,1,2,1,6
2012,1,1,2,1,6
2013,1,1,3,1,7
2014,1,1,3,1,6
2015,1,1,3,2,9
2016,1,2,3,1,2
2017,1,1,3,2,6
2018,1,1,3,2,10
2019,2,2,2,2,10
2020,1,1,3,1,6
2021,1,1,2,1,6
2022,1,1,3,-1,6
2023,1,1,3,2,10
2024,1,1,3,1,4
2025,1,1,3,-1,6
2026,1,3,3,1,11
2027,1,1,3,1,4
2028,1,1,3,2,7
2029,1,1,3,2,6
2030,1,1,3,2,5
2031,1,3,3,1,7
2032,1,3,3,2,2
2033,1,3,3,1,2
2034,1,3,2,1,8
2035,1,2,3,1,8
2036,1,1,3,2,6
2037,1,1,3,2,5
2038,1,1,3,1,4
2039,1,2,3,1,8
2040,1,3,3,2,9
2041,1,1,3,1,5
2042,1,3,3,2,9
2043,1,3,3,2,8
2044,1,1,3,1,8
2045,1,3,2,1,9
2046,1,1,3,2,6
2047,1,1,3,1,6
2048,1,1,3,1,6
2049,1,1,3,1,6
2050,1,1,3,2,5
2051,2,2,3,2,3
2052,1,3,3,1,4
2053,1,1,3,1,5
2054,1,1,3,1,7
2055,1,1,3,2,6
2056,1,1,3,1,7
2057,1,1,3,1,6
2058,2,3,2,1,6
2059,1,1,3,2,8
2060,1,3,3,2,6
2061,1,1,2,1,6
2062,1,3,3,2,4
2063,1,1,3,1,11
2064,1,1,3,1,7
2065,2,1,3,1,5
2066,3,2,3,2,5
2067,1,1,3,2,6
2068,1,1,2,2,10
2069,1,3,3,1,8
2070,1,2,3,1,11
2071,1,1,2,2,9
2072,2,1,2,2,4
2073,1,2,3,2,10
2074,2,2,3,2,8
2075,1,1,3,2,6
2076,1,1,3,1,6
2077,1,1,3,2,-1
2078,1,1,2,2,6
2079,1,1,3,1,-1
2080,1,1,3,1,8
2081,1,3,3,2,7
2082,1,1,3,2,8
2083,1,3,3,1,5
2084,1,1,3,1,7
2085,1,1,3,2,8
2086,2,2,3,2,6
2087,3,2,3,-1,-1
2088,1,1,3,-1,8
2089,1,1,3,1,7
2090,1,1,3,1,4
2091,1,3,3,1,-1
2092,1,3,3,1,6
2093,1,1,3,1,5
2094,1,2,3,1,6
2095,1,1,3,1,6
2096,1,3,3,2,3
2097,1,1,2,1,7
2098,1,3,2,1,3
2099,1,1,3,2,6
2100,1,1,3,2,8
2101,2,1,3,1,7
2102,1,1,3,1,5
2103,1,1,3,-1,6
2104,1,1,3,1,5
2105,1,1,3,1,6
2106,1,1,3,1,9
2107,1,1,3,1,8
2108,1,3,3,1,1
2109,1,1,3,1,6
2110,1,3,3,2,8
2111,1,1,3,1,6
2112,1,1,3,2,6
2113,1,1,3,1,6
2114,1,1,3,-1,6
2115,1,2,3,2,4
2116,1,1,3,-1,6
2117,1,1,3,2,4
2118,1,1,3,2,7
2119,1,1,3,2,5
2120,1,1,3,1,7
2121,1,3,3,2,6
2122,1,1,3,2,6
2123,1,1,3,-1,6
2124,1,1,3,1,4
2125,1,3,3,1,8
2126,1,1,3,1,8
2127,1,2,3,2,9
2128,1,1,3,1,-1
2129,1,1,3,1,4
2130,1,1,3,2,6
2131,1,1,3,1,6
2132,1,1,3,2,6
2133,1,2,3,2,-1
2134,2,2,3,1,-1
2135,1,3,3,2,8
2136,1,3,2,2,3
2137,1,3,3,1,3
2138,1,1,3,2,7
2139,1,1,3,1,6
2140,1,1,3,2,6
2141,1,3,3,1,8
2142,1,3,2,2,9
2143,1,1,3,1,7
2144,1,3,3,2,7
2145,1,1,3,1,-1
2146,1,1,3,2,7
2147,1,1,3,1,7
2148,2,2,3,2,5
2149,1,2,3,2,4
2150,1,1,3,1,5
2151,1,1,2,1,6
2152,1,1,3,2,7
2153,1,1,3,2,8
2154,2,1,3,1,5
2155,1,1,2,2,6
2156,1,1,3,1,6
2157,1,3,3,1,5
2158,1,1,3,-1,7
2159,1,1,3,1,6
2160,1,1,3,-1,4
2161,1,1,3,1,6
2162,1,1,3,-1,7
2163,1,1,3,1,8
2164,1,3,3,1,2
2165,1,1,3,1,7
2166,2,2,3,-1,-1
2167,1,1,3,1,4
2168,1,1,3,-1,6
2169,1,1,3,1,6
2170,2,2,3,2,8
2171,1,1,3,1,8
2172,1,3,3,2,3
2173,1,1,3,1,6
2174,1,3,3,2,6
2175,1,2,3,1,4
2176,1,1,3,-1,5
2177,1,1,3,1,9
2178,2,2,2,2,9
2179,1,1,3,1,5
2180,1,1,2,1,9
2181,1,1,3,1,6
2182,2,2,3,-1,-1
2183,1,1,3,1,9
2184,1,1,3,2,7
2185,1,1,3,1,8
2186,1,1,3,1,6
2187,1,3,3,1,1
2188,1,3,3,2,9
2189,1,1,3,1,5
2190,2,3,3,2,6
2191,1,3,3,1,3
2192,1,3,3,2,5
2193,1,1,2,1,7
2194,1,1,3,1,9
2195,1,1,3,1,6
2196,1,3,3,2,8
2197,1,1,3,1,8
2198,1,3,2,1,9
2199,1,1,3,2,8
2200,2,1,3,2,6
